TYPMAR3;REGDEP_MAR;GRAGE;NBMARIES
HF-F;44XX;40_49;1756
HF-F;44XX;50_59;724
HF-F;44XX;60_PL;196
HF-F;52XX;14_19;26
HF-F;52XX;20_24;630
HF-F;52XX;25_29;2596
HF-F;52XX;30_34;2761
HF-F;52XX;35_39;1666
HF-F;52XX;40_49;1365
HF-F;52XX;50_59;544
HF-F;52XX;60_PL;130
HF-F;53XX;14_19;25
HF-F;53XX;20_24;482
HF-F;53XX;25_29;2159
HF-F;53XX;30_34;2375
HF-F;53XX;35_39;1403
HF-F;53XX;40_49;1210
HF-F;53XX;50_59;496
HF-F;53XX;60_PL;128
HF-F;75XX;14_19;66
HF-F;75XX;20_24;995
HF-F;75XX;25_29;3550
HF-F;75XX;30_34;4103
HF-F;75XX;35_39;2480
HF-F;75XX;40_49;2308
HF-F;75XX;50_59;1047
HF-F;75XX;60_PL;310
HF-F;76XX;14_19;128
HF-F;76XX;20_24;1395
HF-F;76XX;25_29;3770
HF-F;76XX;30_34;3725
HF-F;76XX;35_39;2266
HF-F;76XX;40_49;2185
HF-F;76XX;50_59;984
HF-F;76XX;60_PL;292
HF-F;84XX;14_19;126
HF-F;84XX;20_24;2446
HF-F;84XX;25_29;6464
HF-F;84XX;30_34;5593
HF-F;84XX;35_39;3089
HF-F;84XX;40_49;2709
HF-F;84XX;50_59;1162
HF-F;84XX;60_PL;339
HF-F;93XX;14_19;97
HF-F;93XX;20_24;1483
HF-F;93XX;25_29;4012
HF-F;93XX;30_34;3814
HF-F;93XX;35_39;1986
HF-F;93XX;40_49;1934
HF-F;93XX;50_59;873
HF-F;93XX;60_PL;284
HF-F;94XX;14_19;0
HF-F;94XX;20_24;49
HF-F;94XX;25_29;238
HF-F;94XX;30_34;271
HF-F;94XX;35_39;147
HF-F;94XX;40_49;143
HF-F;94XX;50_59;85
HF-F;94XX;60_PL;19
HF-F;97XX;14_19;41
HF-F;97XX;20_24;578
HF-F;97XX;25_29;1249
HF-F;97XX;30_34;1150
HF-F;97XX;35_39;746
HF-F;97XX;40_49;889
HF-F;97XX;50_59;439
HF-F;97XX;60_PL;130
HF-F;11XX;TOTAL;34584
HF-F;24XX;TOTAL;6331
HF-F;27XX;TOTAL;7217
HF-F;28XX;TOTAL;9031
HF-F;32XX;TOTAL;15945
HF-F;44XX;TOTAL;14886
HF-F;52XX;TOTAL;9718
HF-F;53XX;TOTAL;8278
HF-F;75XX;TOTAL;14859
HF-F;76XX;TOTAL;14745
HF-F;84XX;TOTAL;21928
HF-F;93XX;TOTAL;14483
HF-F;94XX;TOTAL;952
HF-F;97XX;TOTAL;5222
HF-F;FE;14_19;1038
HF-F;FE;20_24;17424
HF-F;FE;25_29;50553
HF-F;FE;30_34;46566
HF-F;FE;35_39;26198
HF-F;FE;40_49;23406
HF-F;FE;50_59;10070
HF-F;FE;60_PL;2924
HF-F;FE;TOTAL;178179
HF-F;FM;14_19;997
HF-F;FM;20_24;16846
HF-F;FM;25_29;49304
HF-F;FM;30_34;45416
HF-F;FM;35_39;25452
HF-F;FM;40_49;22517
HF-F;FM;50_59;9631
HF-F;FM;60_PL;2794
HF-F;FM;TOTAL;172957
HF-H;1175;14_19;4
HF-H;1175;20_24;236
HF-H;1175;25_29;1604
HF-H;1175;30_34;2457
HF-H;1175;35_39;1159
HF-H;1175;40_49;907
HF-H;1175;50_59;320
HF-H;1175;60_PL;199
HF-H;1177;14_19;3
HF-H;1177;20_24;190
HF-H;1177;25_29;926
HF-H;1177;30_34;1105
HF-H;1177;35_39;712
HF-H;1177;40_49;654
HF-H;1177;50_59;284
HF-H;1177;60_PL;82
HF-H;1178;14_19;4
HF-H;1178;20_24;186
HF-H;1178;25_29;976
HF-H;1178;30_34;1065
HF-H;1178;35_39;612
HF-H;1178;40_49;575
HF-H;1178;50_59;241
HF-H;1178;60_PL;87
HF-H;1191;14_19;1
HF-H;1191;20_24;170
HF-H;1191;25_29;808
HF-H;1191;30_34;900
HF-H;1191;35_39;559
HF-H;1191;40_49;514
HF-H;1191;50_59;201
HF-H;1191;60_PL;76
HF-H;1192;14_19;0
HF-H;1192;20_24;175
HF-H;1192;25_29;1146
HF-H;1192;30_34;1521
HF-H;1192;35_39;782
HF-H;1192;40_49;570
HF-H;1192;50_59;214
HF-H;1192;60_PL;109
HF-H;1193;14_19;2
HF-H;1193;20_24;378
HF-H;1193;25_29;1347
HF-H;1193;30_34;1252
HF-H;1193;35_39;681
HF-H;1193;40_49;508
HF-H;1193;50_59;229
HF-H;1193;60_PL;106
HF-H;1194;14_19;4
HF-H;1194;20_24;204
HF-H;1194;25_29;1010
HF-H;1194;30_34;1095
HF-H;1194;35_39;551
HF-H;1194;40_49;534
HF-H;1194;50_59;196
HF-H;1194;60_PL;94
HF-H;1195;14_19;3
HF-H;1195;20_24;238
HF-H;1195;25_29;949
HF-H;1195;30_34;1023
HF-H;1195;35_39;541
HF-H;1195;40_49;533
HF-H;1195;50_59;208
HF-H;1195;60_PL;83
HF-H;2418;14_19;0
HF-H;2418;20_24;23
HF-H;2418;25_29;149
HF-H;2418;30_34;192
HF-H;2418;35_39;122
HF-H;2418;40_49;139
HF-H;2418;50_59;47
HF-H;2418;60_PL;27
HF-H;2428;14_19;0
HF-H;2428;20_24;45
HF-H;2428;25_29;222
HF-H;2428;30_34;287
HF-H;2428;35_39;188
HF-H;2428;40_49;180
HF-H;2428;50_59;90
HF-H;2428;60_PL;34
HF-H;2436;14_19;1
HF-H;2436;20_24;17
HF-H;2436;25_29;107
HF-H;2436;30_34;118
HF-H;2436;35_39;74
HF-H;2436;40_49;104
HF-H;2436;50_59;45
HF-H;2436;60_PL;31
HF-H;2437;14_19;1
HF-H;2437;20_24;73
HF-H;2437;25_29;314
HF-H;2437;30_34;425
HF-H;2437;35_39;292
HF-H;2437;40_49;294
HF-H;2437;50_59;111
HF-H;2437;60_PL;28
HF-H;2441;14_19;2
HF-H;2441;20_24;33
HF-H;2441;25_29;180
HF-H;2441;30_34;202
HF-H;2441;35_39;141
HF-H;2441;40_49;137
HF-H;2441;50_59;59
HF-H;2441;60_PL;31
HF-H;2445;14_19;0
HF-H;2445;20_24;121
HF-H;2445;25_29;418
HF-H;2445;30_34;462
HF-H;2445;35_39;298
HF-H;2445;40_49;284
HF-H;2445;50_59;112
HF-H;2445;60_PL;37
HF-H;2721;14_19;2
HF-H;2721;20_24;64
HF-H;2721;25_29;337
HF-H;2721;30_34;393
HF-H;2721;35_39;255
HF-H;2721;40_49;208
HF-H;2721;50_59;85
HF-H;2721;60_PL;42
HF-H;2725;14_19;2
HF-H;2725;20_24;87
HF-H;2725;25_29;353
HF-H;2725;30_34;402
HF-H;2725;35_39;255
HF-H;2725;40_49;218
HF-H;2725;50_59;99
HF-H;2725;60_PL;40
HF-H;2739;14_19;0
HF-H;2739;20_24;48
HF-H;2739;25_29;142
HF-H;2739;30_34;196
HF-H;2739;35_39;145
HF-H;2739;40_49;109
HF-H;2739;50_59;56
HF-H;2739;60_PL;20
HF-H;2758;14_19;1
HF-H;2758;20_24;13
HF-H;2758;25_29;92
HF-H;2758;30_34;90
HF-H;2758;35_39;85
HF-H;2758;40_49;85
HF-H;2758;50_59;51
HF-H;2758;60_PL;17
HF-H;2770;14_19;2
HF-H;2770;20_24;24
HF-H;2770;25_29;117
HF-H;2770;30_34;163
HF-H;2770;35_39;112
HF-H;2770;40_49;129
HF-H;2770;50_59;48
HF-H;2770;60_PL;13
HF-H;2771;14_19;1
HF-H;2771;20_24;76
HF-H;2771;25_29;321
HF-H;2771;30_34;364
HF-H;2771;35_39;241
HF-H;2771;40_49;221
HF-H;2771;50_59;91
HF-H;2771;60_PL;26
HF-H;2789;14_19;2
HF-H;2789;20_24;40
HF-H;2789;25_29;195
HF-H;2789;30_34;243
HF-H;2789;35_39;145
HF-H;2789;40_49;152
HF-H;2789;50_59;66
HF-H;2789;60_PL;43
HF-H;2790;14_19;0
HF-H;2790;20_24;25
HF-H;2790;25_29;99
HF-H;2790;30_34;89
HF-H;2790;35_39;70
HF-H;2790;40_49;55
HF-H;2790;50_59;26
HF-H;2790;60_PL;8
HF-H;2814;14_19;1
HF-H;2814;20_24;74
HF-H;2814;25_29;377
HF-H;2814;30_34;555
HF-H;2814;35_39;341
HF-H;2814;40_49;353
HF-H;2814;50_59;146
HF-H;2814;60_PL;45
HF-H;2827;14_19;3
HF-H;2827;20_24;67
HF-H;2827;25_29;354
HF-H;2827;30_34;494
HF-H;2827;35_39;317
HF-H;2827;40_49;309
HF-H;2827;50_59;126
HF-H;2827;60_PL;57
HF-H;2850;14_19;0
HF-H;2850;20_24;37
HF-H;2850;25_29;279
HF-H;2850;30_34;380
HF-H;2850;35_39;252
HF-H;2850;40_49;242
HF-H;2850;50_59;92
HF-H;2850;60_PL;41
HF-H;2861;14_19;0
HF-H;2861;20_24;16
HF-H;2861;25_29;152
HF-H;2861;30_34;208
HF-H;2861;35_39;129
HF-H;2861;40_49;105
HF-H;2861;50_59;76
HF-H;2861;60_PL;20
HF-H;2876;14_19;4
HF-H;2876;20_24;182
HF-H;2876;25_29;767
HF-H;2876;30_34;992
HF-H;2876;35_39;592
HF-H;2876;40_49;542
HF-H;2876;50_59;214
HF-H;2876;60_PL;87
HF-H;3202;14_19;1
HF-H;3202;20_24;54
HF-H;3202;25_29;320
HF-H;3202;30_34;427
HF-H;3202;35_39;251
HF-H;3202;40_49;241
HF-H;3202;50_59;139
HF-H;3202;60_PL;41
HF-H;3259;14_19;8
HF-H;3259;20_24;420
HF-H;3259;25_29;1905
HF-H;3259;30_34;2086
HF-H;3259;35_39;1172
HF-H;3259;40_49;969
HF-H;3259;50_59;356
HF-H;3259;60_PL;73
HF-H;3260;14_19;2
HF-H;3260;20_24;95
HF-H;3260;25_29;507
HF-H;3260;30_34;622
HF-H;3260;35_39;412
HF-H;3260;40_49;345
HF-H;3260;50_59;149
HF-H;3260;60_PL;66
HF-H;3262;14_19;1
HF-H;3262;20_24;177
HF-H;3262;25_29;889
HF-H;3262;30_34;1135
HF-H;3262;35_39;706
HF-H;3262;40_49;636
HF-H;3262;50_59;239
HF-H;3262;60_PL;50
HF-H;3280;14_19;2
HF-H;3280;20_24;56
HF-H;3280;25_29;320
HF-H;3280;30_34;375
HF-H;3280;35_39;248
HF-H;3280;40_49;222
HF-H;3280;50_59;109
HF-H;3280;60_PL;33
HF-H;4408;14_19;1
HF-H;4408;20_24;21
HF-H;4408;25_29;167
HF-H;4408;30_34;196
HF-H;4408;35_39;121
HF-H;4408;40_49;117
HF-H;4408;50_59;53
HF-H;4408;60_PL;20
HF-H;4410;14_19;1
HF-H;4410;20_24;42
HF-H;4410;25_29;162
HF-H;4410;30_34;222
HF-H;4410;35_39;124
HF-H;4410;40_49;128
HF-H;4410;50_59;41
HF-H;4410;60_PL;20
HF-H;4451;14_19;1
HF-H;4451;20_24;73
HF-H;4451;25_29;355
HF-H;4451;30_34;432
HF-H;4451;35_39;238
HF-H;4451;40_49;203
HF-H;4451;50_59;97
HF-H;4451;60_PL;29
HF-H;4452;14_19;0
HF-H;4452;20_24;22
HF-H;4452;25_29;97
HF-H;4452;30_34;120
HF-H;4452;35_39;59
HF-H;4452;40_49;74
HF-H;4452;50_59;40
HF-H;4452;60_PL;13
HF-H;4454;14_19;2
HF-H;4454;20_24;77
HF-H;4454;25_29;416
HF-H;4454;30_34;525
HF-H;4454;35_39;343
HF-H;4454;40_49;295
HF-H;4454;50_59;128
HF-H;4454;60_PL;39
HF-H;4455;14_19;0
HF-H;4455;20_24;13
HF-H;4455;25_29;105
HF-H;4455;30_34;158
HF-H;4455;35_39;90
HF-H;4455;40_49;87
HF-H;4455;50_59;53
HF-H;4455;60_PL;11
HF-H;4457;14_19;2
HF-H;4457;20_24;125
HF-H;4457;25_29;747
HF-H;4457;30_34;820
HF-H;4457;35_39;504
HF-H;4457;40_49;404
HF-H;4457;50_59;179
HF-H;4457;60_PL;47
HF-H;4467;14_19;3
HF-H;4467;20_24;208
HF-H;4467;25_29;908
HF-H;4467;30_34;953
HF-H;4467;35_39;527
HF-H;4467;40_49;405
HF-H;4467;50_59;168
HF-H;4467;60_PL;58
HF-H;4468;14_19;3
HF-H;4468;20_24;165
HF-H;4468;25_29;561
HF-H;4468;30_34;615
HF-H;4468;35_39;334
HF-H;4468;40_49;277
HF-H;4468;50_59;123
HF-H;4468;60_PL;33
HF-H;4488;14_19;1
HF-H;4488;20_24;44
HF-H;4488;25_29;213
HF-H;4488;30_34;239
HF-H;4488;35_39;168
HF-H;4488;40_49;150
HF-H;4488;50_59;88
HF-H;4488;60_PL;33
HF-H;5244;14_19;3
HF-H;5244;20_24;132
HF-H;5244;25_29;733
HF-H;5244;30_34;1091
HF-H;5244;35_39;732
HF-H;5244;40_49;649
HF-H;5244;50_59;234
HF-H;5244;60_PL;73
HF-H;5249;14_19;1
HF-H;5249;20_24;80
HF-H;5249;25_29;432
HF-H;5249;30_34;577
HF-H;5249;35_39;379
HF-H;5249;40_49;325
HF-H;5249;50_59;139
HF-H;5249;60_PL;47
HF-H;5253;14_19;0
HF-H;5253;20_24;24
HF-H;5253;25_29;169
HF-H;5253;30_34;277
HF-H;5253;35_39;120
HF-H;5253;40_49;136
HF-H;5253;50_59;56
HF-H;5253;60_PL;21
HF-H;5272;14_19;2
HF-H;5272;20_24;53
HF-H;5272;25_29;299
HF-H;5272;30_34;403
HF-H;5272;35_39;250
HF-H;5272;40_49;249
HF-H;5272;50_59;116
HF-H;5272;60_PL;35
HF-H;5285;14_19;1
HF-H;5285;20_24;36
HF-H;5285;25_29;356
HF-H;5285;30_34;532
HF-H;5285;35_39;380
HF-H;5285;40_49;342
HF-H;5285;50_59;114
HF-H;5285;60_PL;53
HF-H;5322;14_19;0
HF-H;5322;20_24;43
HF-H;5322;25_29;311
HF-H;5322;30_34;420
HF-H;5322;35_39;290
HF-H;5322;40_49;270
HF-H;5322;50_59;138
HF-H;5322;60_PL;45
HF-H;5329;14_19;4
HF-H;5329;20_24;85
HF-H;5329;25_29;400
HF-H;5329;30_34;636
HF-H;5329;35_39;400
HF-H;5329;40_49;393
HF-H;5329;50_59;142
HF-H;5329;60_PL;61
HF-H;5335;14_19;1
HF-H;5335;20_24;88
HF-H;5335;25_29;530
HF-H;5335;30_34;738
HF-H;5335;35_39;481
HF-H;5335;40_49;456
HF-H;5335;50_59;177
HF-H;5335;60_PL;60
HF-H;5356;14_19;1
HF-H;5356;20_24;59
HF-H;5356;25_29;372
HF-H;5356;30_34;637
HF-H;5356;35_39;359
HF-H;5356;40_49;377
HF-H;5356;50_59;157
HF-H;5356;60_PL;57
HF-H;7516;14_19;0
HF-H;7516;20_24;29
HF-H;7516;25_29;157
HF-H;7516;30_34;235
HF-H;7516;35_39;167
HF-H;7516;40_49;153
HF-H;7516;50_59;71
HF-H;7516;60_PL;25
HF-H;7517;14_19;0
HF-H;7517;20_24;44
HF-H;7517;25_29;295
HF-H;7517;30_34;465
HF-H;7517;35_39;317
HF-H;7517;40_49;342
HF-H;7517;50_59;182
HF-H;7517;60_PL;89
HF-H;7519;14_19;0
HF-H;7519;20_24;27
HF-H;7519;25_29;90
HF-H;7519;30_34;143
HF-H;7519;35_39;105
HF-H;7519;40_49;93
HF-H;7519;50_59;54
HF-H;7519;60_PL;13
HF-H;7523;14_19;1
HF-H;7523;20_24;3
HF-H;7523;25_29;47
HF-H;7523;30_34;57
HF-H;7523;35_39;40
HF-H;7523;40_49;58
HF-H;7523;50_59;19
HF-H;7523;60_PL;10
HF-H;7524;14_19;0
HF-H;7524;20_24;36
HF-H;7524;25_29;186
HF-H;7524;30_34;285
HF-H;7524;35_39;184
HF-H;7524;40_49;225
HF-H;7524;50_59;93
HF-H;7524;60_PL;60
HF-H;7533;14_19;3
HF-H;7533;20_24;155
HF-H;7533;25_29;836
HF-H;7533;30_34;1185
HF-H;7533;35_39;832
HF-H;7533;40_49;823
HF-H;7533;50_59;302
HF-H;7533;60_PL;118
HF-H;7540;14_19;0
HF-H;7540;20_24;15
HF-H;7540;25_29;193
HF-H;7540;30_34;279
HF-H;7540;35_39;201
HF-H;7540;40_49;188
HF-H;7540;50_59;101
HF-H;7540;60_PL;31
HF-H;7547;14_19;1
HF-H;7547;20_24;36
HF-H;7547;25_29;155
HF-H;7547;30_34;235
HF-H;7547;35_39;161
HF-H;7547;40_49;156
HF-H;7547;50_59;73
HF-H;7547;60_PL;24
HF-H;7564;14_19;2
HF-H;7564;20_24;49
HF-H;7564;25_29;284
HF-H;7564;30_34;494
HF-H;7564;35_39;317
HF-H;7564;40_49;306
HF-H;7564;50_59;119
HF-H;7564;60_PL;46
HF-H;7579;14_19;1
HF-H;7579;20_24;33
HF-H;7579;25_29;163
HF-H;7579;30_34;231
HF-H;7579;35_39;149
HF-H;7579;40_49;154
HF-H;7579;50_59;71
HF-H;7579;60_PL;21
HF-H;7586;14_19;2
HF-H;7586;20_24;50
HF-H;7586;25_29;221
HF-H;7586;30_34;257
HF-H;7586;35_39;188
HF-H;7586;40_49;187
HF-H;7586;50_59;71
HF-H;7586;60_PL;33
HF-H;7587;14_19;3
HF-H;7587;20_24;37
HF-H;7587;25_29;156
HF-H;7587;30_34;213
HF-H;7587;35_39;145
HF-H;7587;40_49;160
HF-H;7587;50_59;66
HF-H;7587;60_PL;26
HF-H;7609;14_19;0
HF-H;7609;20_24;16
HF-H;7609;25_29;64
HF-H;7609;30_34;87
HF-H;7609;35_39;61
HF-H;7609;40_49;55
HF-H;7609;50_59;50
HF-H;7609;60_PL;21
HF-H;7611;14_19;4
HF-H;7611;20_24;40
HF-H;7611;25_29;183
HF-H;7611;30_34;247
HF-H;7611;35_39;155
HF-H;7611;40_49;188
HF-H;7611;50_59;96
HF-H;7611;60_PL;28
HF-H;7612;14_19;0
HF-H;7612;20_24;23
HF-H;7612;25_29;133
HF-H;7612;30_34;201
HF-H;7612;35_39;116
HF-H;7612;40_49;118
HF-H;7612;50_59;60
HF-H;7612;60_PL;25
HF-H;7630;14_19;5
HF-H;7630;20_24;102
HF-H;7630;25_29;487
HF-H;7630;30_34;564
HF-H;7630;35_39;346
HF-H;7630;40_49;345
HF-H;7630;50_59;164
HF-H;7630;60_PL;56
HF-H;7631;14_19;6
HF-H;7631;20_24;144
HF-H;7631;25_29;677
HF-H;7631;30_34;954
HF-H;7631;35_39;584
HF-H;7631;40_49;538
HF-H;7631;50_59;219
HF-H;7631;60_PL;101
HF-H;7632;14_19;0
HF-H;7632;20_24;15
HF-H;7632;25_29;111
HF-H;7632;30_34;129
HF-H;7632;35_39;79
HF-H;7632;40_49;91
HF-H;7632;50_59;41
HF-H;7632;60_PL;14
HF-H;7634;14_19;7
HF-H;7634;20_24;162
HF-H;7634;25_29;709
HF-H;7634;30_34;786
HF-H;7634;35_39;525
HF-H;7634;40_49;472
HF-H;7634;50_59;222
HF-H;7634;60_PL;88
HF-H;7646;14_19;0
HF-H;7646;20_24;9
HF-H;7646;25_29;84
HF-H;7646;30_34;116
HF-H;7646;35_39;77
HF-H;7646;40_49;95
HF-H;7646;50_59;37
HF-H;7646;60_PL;23
HF-H;7648;14_19;0
HF-H;7648;20_24;5
HF-H;7648;25_29;43
HF-H;7648;30_34;33
HF-H;7648;35_39;42
HF-H;7648;40_49;40
HF-H;7648;50_59;15
HF-H;7648;60_PL;9
HF-H;7665;14_19;1
HF-H;7665;20_24;19
HF-H;7665;25_29;80
HF-H;7665;30_34;113
HF-H;7665;35_39;88
HF-H;7665;40_49;94
HF-H;7665;50_59;45
HF-H;7665;60_PL;22
HF-H;7666;14_19;1
HF-H;7666;20_24;65
HF-H;7666;25_29;206
HF-H;7666;30_34;299
HF-H;7666;35_39;171
HF-H;7666;40_49;241
HF-H;7666;50_59;98
HF-H;7666;60_PL;43
HF-H;7681;14_19;0
HF-H;7681;20_24;34
HF-H;7681;25_29;199
HF-H;7681;30_34;235
HF-H;7681;35_39;175
HF-H;7681;40_49;161
HF-H;7681;50_59;74
HF-H;7681;60_PL;26
HF-H;7682;14_19;1
HF-H;7682;20_24;31
HF-H;7682;25_29;164
HF-H;7682;30_34;184
HF-H;7682;35_39;119
HF-H;7682;40_49;132
HF-H;7682;50_59;56
HF-H;7682;60_PL;19
HF-H;8401;14_19;3
HF-H;8401;20_24;90
HF-H;8401;25_29;423
HF-H;8401;30_34;506
HF-H;8401;35_39;294
HF-H;8401;40_49;289
HF-H;8401;50_59;108
HF-H;8401;60_PL;43
HF-H;8403;14_19;2
HF-H;8403;20_24;24
HF-H;8403;25_29;178
HF-H;8403;30_34;207
HF-H;8403;35_39;136
HF-H;8403;40_49;124
HF-H;8403;50_59;64
HF-H;8403;60_PL;30
HF-H;8407;14_19;0
HF-H;8407;20_24;35
HF-H;8407;25_29;194
HF-H;8407;30_34;261
HF-H;8407;35_39;197
HF-H;8407;40_49;158
HF-H;8407;50_59;79
HF-H;8407;60_PL;31
HF-H;8415;14_19;1
HF-H;8415;20_24;10
HF-H;8415;25_29;73
HF-H;8415;30_34;93
HF-H;8415;35_39;59
HF-H;8415;40_49;61
HF-H;8415;50_59;40
HF-H;8415;60_PL;23
HF-H;8426;14_19;2
HF-H;8426;20_24;81
HF-H;8426;25_29;370
HF-H;8426;30_34;413
HF-H;8426;35_39;283
HF-H;8426;40_49;233
HF-H;8426;50_59;118
HF-H;8426;60_PL;29
HF-H;8438;14_19;4
HF-H;8438;20_24;247
HF-H;8438;25_29;808
HF-H;8438;30_34;997
HF-H;8438;35_39;602
HF-H;8438;40_49;551
HF-H;8438;50_59;221
HF-H;8438;60_PL;93
HF-H;8442;14_19;4
HF-H;8442;20_24;123
HF-H;8442;25_29;541
HF-H;8442;30_34;552
HF-H;8442;35_39;324
HF-H;8442;40_49;305
HF-H;8442;50_59;104
HF-H;8442;60_PL;42
HF-H;8443;14_19;0
HF-H;8443;20_24;19
HF-H;8443;25_29;151
HF-H;8443;30_34;146
HF-H;8443;35_39;88
HF-H;8443;40_49;98
HF-H;8443;50_59;38
HF-H;8443;60_PL;20
HF-H;8463;14_19;0
HF-H;8463;20_24;81
HF-H;8463;25_29;384
HF-H;8463;30_34;411
HF-H;8463;35_39;286
HF-H;8463;40_49;280
HF-H;8463;50_59;110
HF-H;8463;60_PL;40
HF-H;8469;14_19;8
HF-H;8469;20_24;358
HF-H;8469;25_29;1445
HF-H;8469;30_34;1504
HF-H;8469;35_39;862
HF-H;8469;40_49;656
HF-H;8469;50_59;260
HF-H;8469;60_PL;96
HF-H;8473;14_19;1
HF-H;8473;20_24;55
HF-H;8473;25_29;283
HF-H;8473;30_34;323
HF-H;8473;35_39;191
HF-H;8473;40_49;216
HF-H;8473;50_59;100
HF-H;8473;60_PL;29
HF-H;8474;14_19;2
HF-H;8474;20_24;132
HF-H;8474;25_29;534
HF-H;8474;30_34;733
HF-H;8474;35_39;413
HF-H;8474;40_49;355
HF-H;8474;50_59;126
HF-H;8474;60_PL;62
HF-H;9304;14_19;0
HF-H;9304;20_24;20
HF-H;9304;25_29;98
HF-H;9304;30_34;102
HF-H;9304;35_39;76
HF-H;9304;40_49;67
HF-H;9304;50_59;45
HF-H;9304;60_PL;20
HF-H;9305;14_19;0
HF-H;9305;20_24;5
HF-H;9305;25_29;77
HF-H;9305;30_34;108
HF-H;9305;35_39;75
HF-H;9305;40_49;58
HF-H;9305;50_59;20
HF-H;9305;60_PL;23
HF-H;9306;14_19;1
HF-H;9306;20_24;118
HF-H;9306;25_29;684
HF-H;9306;30_34;935
HF-H;9306;35_39;554
HF-H;9306;40_49;504
HF-H;9306;50_59;240
HF-H;9306;60_PL;92
HF-H;9313;14_19;9
HF-H;9313;20_24;275
HF-H;9313;25_29;1394
HF-H;9313;30_34;1649
HF-H;9313;35_39;901
HF-H;9313;40_49;846
HF-H;9313;50_59;370
HF-H;9313;60_PL;136
HF-H;9383;14_19;0
HF-H;9383;20_24;130
HF-H;9383;25_29;647
HF-H;9383;30_34;857
HF-H;9383;35_39;568
HF-H;9383;40_49;487
HF-H;9383;50_59;215
HF-H;9383;60_PL;101
HF-H;9384;14_19;1
HF-H;9384;20_24;97
HF-H;9384;25_29;387
HF-H;9384;30_34;483
HF-H;9384;35_39;258
HF-H;9384;40_49;241
HF-H;9384;50_59;120
HF-H;9384;60_PL;38
HF-H;942A;14_19;0
HF-H;942A;20_24;12
HF-H;942A;25_29;70
HF-H;942A;30_34;135
HF-H;942A;35_39;79
HF-H;942A;40_49;75
HF-H;942A;50_59;46
HF-H;942A;60_PL;17
HF-H;942B;14_19;0
HF-H;942B;20_24;15
HF-H;942B;25_29;69
HF-H;942B;30_34;141
HF-H;942B;35_39;87
HF-H;942B;40_49;103
HF-H;942B;50_59;40
HF-H;942B;60_PL;15
HF-H;971;14_19;0
HF-H;971;20_24;20
HF-H;971;25_29;116
HF-H;971;30_34;161
HF-H;971;35_39;150
HF-H;971;40_49;165
HF-H;971;50_59;98
HF-H;971;60_PL;47
HF-H;972;14_19;0
HF-H;972;20_24;33
HF-H;972;25_29;129
HF-H;972;30_34;171
HF-H;972;35_39;114
HF-H;972;40_49;188
HF-H;972;50_59;138
HF-H;972;60_PL;63
HF-H;973;14_19;3
HF-H;973;20_24;40
HF-H;973;25_29;81
HF-H;973;30_34;99
HF-H;973;35_39;101
HF-H;973;40_49;110
HF-H;973;50_59;59
HF-H;973;60_PL;26
HF-H;974;14_19;3
HF-H;974;20_24;149
HF-H;974;25_29;524
HF-H;974;30_34;638
HF-H;974;35_39;402
HF-H;974;40_49;421
HF-H;974;50_59;209
HF-H;974;60_PL;61
HF-H;976;14_19;0
HF-H;976;20_24;27
HF-H;976;25_29;105
HF-H;976;30_34;121
HF-H;976;35_39;81
HF-H;976;40_49;53
HF-H;976;50_59;25
HF-H;976;60_PL;8
HF-H;1175;TOTAL;6886
HF-H;1177;TOTAL;3956
HF-H;1178;TOTAL;3746
HF-H;1191;TOTAL;3229
HF-H;1192;TOTAL;4517
HF-H;1193;TOTAL;4503
HF-H;1194;TOTAL;3688
HF-H;1195;TOTAL;3578
HF-H;2418;TOTAL;699
HF-H;2428;TOTAL;1046
HF-H;2436;TOTAL;497
HF-H;2437;TOTAL;1538
HF-H;2441;TOTAL;785
HF-H;2445;TOTAL;1732
HF-H;2721;TOTAL;1386
HF-H;2725;TOTAL;1456
HF-H;2739;TOTAL;716
HF-H;2758;TOTAL;434
HF-H;2770;TOTAL;608
HF-H;2771;TOTAL;1341
HF-H;2789;TOTAL;886
HF-H;2790;TOTAL;372
HF-H;2814;TOTAL;1892
HF-H;2827;TOTAL;1727
HF-H;2850;TOTAL;1323
HF-H;2861;TOTAL;706
HF-H;2876;TOTAL;3380
HF-H;3202;TOTAL;1474
HF-H;3259;TOTAL;6989
HF-H;3260;TOTAL;2198
HF-H;3262;TOTAL;3833
HF-H;3280;TOTAL;1365
HF-H;4408;TOTAL;696
HF-H;4410;TOTAL;740
HF-H;4451;TOTAL;1428
HF-H;4452;TOTAL;425
HF-H;4454;TOTAL;1825
HF-H;4455;TOTAL;517
HF-H;4457;TOTAL;2828
HF-H;4467;TOTAL;3230
HF-H;4468;TOTAL;2111
HF-H;4488;TOTAL;936
HF-H;5244;TOTAL;3647
HF-H;5249;TOTAL;1980
HF-H;5253;TOTAL;803
HF-H;5272;TOTAL;1407
HF-H;5285;TOTAL;1814
HF-H;5322;TOTAL;1517
HF-H;5329;TOTAL;2121
HF-H;5335;TOTAL;2531
HF-H;5356;TOTAL;2019
HF-H;7516;TOTAL;837
HF-H;7517;TOTAL;1734
HF-H;7519;TOTAL;525
HF-H;7523;TOTAL;235
HF-H;7524;TOTAL;1069
HF-H;7533;TOTAL;4254
HF-H;7540;TOTAL;1008
HF-H;7547;TOTAL;841
HF-H;7564;TOTAL;1617
